questao_id,materia,assunto,ativa,n_alt,status
299,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_INCOMPLETA
300,Legislação Específica,Estatuto dos Militares Estaduais,true,5,EXPLICACAO_INCOMPLETA
301,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_INCOMPLETA
302,Legislação Específica,Estatuto Nacional da Igualdade Racial,true,5,EXPLICACAO_INCOMPLETA
303,Legislação Específica,Hierarquia e disciplina,true,5,EXPLICACAO_INCOMPLETA
304,Língua Portuguesa,Concordância verbal,true,5,EXPLICACAO_INCOMPLETA
305,Língua Portuguesa,Conectores,true,5,EXPLICACAO_INCOMPLETA
306,Língua Portuguesa,Interpretação de textos,true,5,EXPLICACAO_INCOMPLETA
307,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_INCOMPLETA
308,Língua Portuguesa,Significação das palavras,true,5,EXPLICACAO_INCOMPLETA
309,Raciocínio Lógico,Condicional e contrapositiva,true,5,EXPLICACAO_INCOMPLETA
310,Raciocínio Lógico,Equivalências lógicas,true,5,EXPLICACAO_INCOMPLETA
311,Raciocínio Lógico,Leis de De Morgan,true,5,EXPLICACAO_INCOMPLETA
312,Raciocínio Lógico,Negação de proposições,true,5,EXPLICACAO_INCOMPLETA
313,Raciocínio Lógico,Proposições e conectivos,true,5,EXPLICACAO_INCOMPLETA
314,Raciocínio Lógico,Tabela-verdade,true,5,EXPLICACAO_INCOMPLETA
315,Raciocínio Lógico,"Tautologia, contradição e contingência",true,5,EXPLICACAO_INCOMPLETA
316,Língua Portuguesa,Conectores,true,5,EXPLICACAO_INCOMPLETA
317,Língua Portuguesa,Significação das palavras,true,5,EXPLICACAO_INCOMPLETA
318,Língua Portuguesa,Concordância verbal,true,5,EXPLICACAO_INCOMPLETA
319,Língua Portuguesa,Coesão textual,true,5,EXPLICACAO_INCOMPLETA
320,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_INCOMPLETA
321,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_INCOMPLETA
322,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_INCOMPLETA
323,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_INCOMPLETA
324,Língua Portuguesa,Coesão textual,true,5,EXPLICACAO_INCOMPLETA
325,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_INCOMPLETA
326,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_INCOMPLETA
327,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_INCOMPLETA
328,Língua Portuguesa,Crase,true,5,EXPLICACAO_GENERICA
329,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
330,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
331,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
332,Língua Portuguesa,"Transitividade Verbal e Termos Integrantes (Objeto Direto e Indireto, Complemento Nominal e Agente da Passiva)",true,5,EXPLICACAO_GENERICA
333,Língua Portuguesa,Coesão textual,true,5,EXPLICACAO_GENERICA
334,Língua Portuguesa,Conectores,true,5,EXPLICACAO_GENERICA
335,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
336,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
337,Raciocínio Lógico,Negação de proposições,true,5,EXPLICACAO_GENERICA
338,Informática,Windows,true,5,EXPLICACAO_GENERICA
339,Informática,Windows,true,5,EXPLICACAO_GENERICA
340,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
341,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
342,Direitos Humanos e Cidadania,Direitos fundamentais,true,5,EXPLICACAO_GENERICA
343,Direitos Humanos e Cidadania,Direitos fundamentais,true,5,EXPLICACAO_GENERICA
344,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
345,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
346,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
347,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
348,Legislação Específica,Estatuto Nacional da Igualdade Racial,true,5,EXPLICACAO_GENERICA
349,Direitos Humanos e Cidadania,Declaração Universal dos Direitos Humanos,true,5,EXPLICACAO_GENERICA
350,Legislação Específica,Estatuto Nacional da Igualdade Racial,true,5,EXPLICACAO_GENERICA
351,Direitos Humanos e Cidadania,Tratados de Direitos Humanos com força de Emenda Constitucional,true,5,EXPLICACAO_GENERICA
352,Direitos Humanos e Cidadania,Pessoa com deficiência,true,5,EXPLICACAO_GENERICA
353,Direitos Humanos e Cidadania,Pessoa com deficiência,true,5,EXPLICACAO_GENERICA
354,Direitos Humanos e Cidadania,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
355,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
356,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
357,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
358,Legislação Específica,Atos administrativos,true,5,EXPLICACAO_GENERICA
359,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
360,Legislação Específica,Poderes da Administração Pública,true,5,EXPLICACAO_GENERICA
361,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
362,Legislação Específica,Estatuto dos Militares Estaduais,true,5,EXPLICACAO_GENERICA
363,Legislação Específica,Estatuto dos Militares Estaduais,true,5,EXPLICACAO_GENERICA
364,Legislação Específica,Plano de Carreira dos Servidores Militares,true,5,EXPLICACAO_GENERICA
365,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
366,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
367,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
368,Legislação Específica,Regulamento Disciplinar da Brigada Militar,true,5,EXPLICACAO_GENERICA
369,Legislação Específica,Regulamento Disciplinar da Brigada Militar,true,5,EXPLICACAO_GENERICA
370,Legislação Específica,Regulamento Disciplinar da Brigada Militar,true,5,EXPLICACAO_GENERICA
492,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
493,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
494,Informática,Windows,true,5,EXPLICACAO_GENERICA
495,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
496,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
497,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
498,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
499,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
623,Direitos Humanos e Cidadania,Noções de Direitos Humanos,true,5,EXPLICACAO_GENERICA
624,Direitos Humanos e Cidadania,Noções de Direitos Humanos,true,5,EXPLICACAO_GENERICA
625,Direitos Humanos e Cidadania,Programa Nacional de Direitos Humanos - PNDH-3,true,5,EXPLICACAO_GENERICA
626,Informática,Correio eletrônico,true,5,EXPLICACAO_GENERICA
627,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
628,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
629,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
630,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
631,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
632,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
633,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
634,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
635,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
636,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
637,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
638,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
639,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
640,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
641,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
642,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
643,Informática,Windows,true,5,EXPLICACAO_GENERICA
644,Informática,Windows,true,5,EXPLICACAO_GENERICA
645,Informática,Windows,true,5,EXPLICACAO_GENERICA
646,Legislação Específica,Atos administrativos,true,5,EXPLICACAO_GENERICA
647,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
648,Direitos Humanos e Cidadania,Dignidade humana,true,5,EXPLICACAO_GENERICA
649,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
650,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
651,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
652,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
653,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
654,Legislação Específica,Defesa do Estado e das Instituições Democráticas,true,5,EXPLICACAO_GENERICA
655,Legislação Específica,Defesa do Estado e das Instituições Democráticas,true,5,EXPLICACAO_GENERICA
656,Legislação Específica,Defesa do Estado e das Instituições Democráticas,true,5,EXPLICACAO_GENERICA
657,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
658,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
659,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
660,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
661,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
662,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
663,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
664,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
665,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
666,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
667,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
668,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
669,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
670,Legislação Específica,Jurisprudência do STF e STJ,true,5,EXPLICACAO_GENERICA
671,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
672,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
673,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
674,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
675,Legislação Específica,Segurança pública,true,5,EXPLICACAO_GENERICA
676,Legislação Específica,Segurança pública,true,5,EXPLICACAO_GENERICA
677,Legislação Específica,Segurança pública,true,5,EXPLICACAO_GENERICA
678,Legislação Específica,Segurança pública,true,5,EXPLICACAO_GENERICA
679,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
680,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
681,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
682,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
683,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
684,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
685,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
686,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
687,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
688,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
689,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
690,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
691,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
692,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
693,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
694,Direitos Humanos e Cidadania,Direito à cidadania na Constituição Federal,true,5,EXPLICACAO_GENERICA
695,Direitos Humanos e Cidadania,Estatuto da Igualdade Racial,true,5,EXPLICACAO_GENERICA
696,Direitos Humanos e Cidadania,Noções de Direitos Humanos,true,5,EXPLICACAO_GENERICA
697,Direitos Humanos e Cidadania,Noções de Direitos Humanos,true,5,EXPLICACAO_GENERICA
698,Informática,Correio eletrônico,true,5,EXPLICACAO_GENERICA
699,Informática,Correio eletrônico,true,5,EXPLICACAO_GENERICA
700,Informática,Correio eletrônico,true,5,EXPLICACAO_GENERICA
701,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
702,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
703,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
704,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
705,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
706,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
707,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
708,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
709,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
710,Informática,Segurança da informação,true,5,EXPLICACAO_GENERICA
711,Informática,Windows,true,5,EXPLICACAO_GENERICA
712,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
713,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
714,Legislação Específica,Atos administrativos,true,5,EXPLICACAO_GENERICA
715,Direitos Humanos e Cidadania,Dignidade humana,true,5,EXPLICACAO_GENERICA
716,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
717,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
718,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
719,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
720,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
721,Legislação Específica,Direito Administrativo,true,5,EXPLICACAO_GENERICA
722,Legislação Específica,Direito Administrativo,true,5,EXPLICACAO_GENERICA
723,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
724,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
725,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
726,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
727,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
728,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
729,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
730,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
731,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
732,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
733,Legislação Específica,Jurisprudência do STF e STJ,true,5,EXPLICACAO_GENERICA
734,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
735,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
736,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
737,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
738,Legislação Específica,Lei Maria da Penha,false,5,EXPLICACAO_GENERICA
739,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
740,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
741,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
742,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
743,Legislação Específica,Segurança pública,true,5,EXPLICACAO_GENERICA
744,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
745,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
746,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
747,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
748,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
749,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
750,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
751,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
752,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
753,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
754,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
755,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
756,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
757,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
758,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
759,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
760,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
761,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
762,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
763,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
764,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
765,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
766,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
767,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
768,Informática,Correio eletrônico,true,5,EXPLICACAO_GENERICA
769,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
770,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
771,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
772,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
773,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
774,Legislação Específica,Direito Administrativo,true,5,EXPLICACAO_GENERICA
775,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
776,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
777,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
778,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
779,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
780,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
781,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
782,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
783,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
784,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
785,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
786,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
787,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
788,Direitos Humanos e Cidadania,Declaração Universal dos Direitos Humanos,true,5,EXPLICACAO_GENERICA
789,Direitos Humanos e Cidadania,Direito à cidadania na Constituição Federal,true,5,EXPLICACAO_GENERICA
790,Direitos Humanos e Cidadania,Estatuto da Igualdade Racial,true,5,EXPLICACAO_GENERICA
791,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
792,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
793,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
794,Legislação Específica,Constituição Federal de 1988,true,5,EXPLICACAO_GENERICA
795,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
796,Legislação Específica,Direito Administrativo,true,5,EXPLICACAO_GENERICA
797,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
798,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
799,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
800,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
801,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
802,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
803,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
804,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
805,Legislação Específica,Segurança pública,true,5,EXPLICACAO_GENERICA
806,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
807,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
808,Língua Portuguesa,Fonemas e dígrafos,true,5,EXPLICACAO_GENERICA
809,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
810,Língua Portuguesa,Ortografia,true,5,EXPLICACAO_GENERICA
811,Língua Portuguesa,Tempos e modos verbais,true,5,EXPLICACAO_GENERICA
812,Direitos Humanos e Cidadania,Declaração Universal dos Direitos Humanos,true,4,EXPLICACAO_GENERICA
813,Direitos Humanos e Cidadania,Estatuto da Igualdade Racial,true,5,EXPLICACAO_GENERICA
814,Direitos Humanos e Cidadania,Estatuto da Igualdade Racial,true,4,EXPLICACAO_GENERICA
815,Direitos Humanos e Cidadania,Estatuto da Igualdade Racial,true,5,EXPLICACAO_GENERICA
816,Direitos Humanos e Cidadania,Estatuto da Igualdade Racial,true,5,EXPLICACAO_GENERICA
817,Direitos Humanos e Cidadania,Lei de Tortura,true,5,EXPLICACAO_GENERICA
818,Direitos Humanos e Cidadania,Lei de Tortura,true,5,EXPLICACAO_GENERICA
819,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,4,EXPLICACAO_GENERICA
820,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,4,EXPLICACAO_GENERICA
821,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,4,EXPLICACAO_GENERICA
822,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,5,EXPLICACAO_GENERICA
823,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,5,EXPLICACAO_GENERICA
824,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,5,EXPLICACAO_GENERICA
825,Direitos Humanos e Cidadania,Pacto de San José da Costa Rica,true,5,EXPLICACAO_GENERICA
826,Direitos Humanos e Cidadania,Corte Interamericana de Direitos Humanos,true,5,EXPLICACAO_GENERICA
827,Direitos Humanos e Cidadania,Pessoa com deficiência,true,5,EXPLICACAO_GENERICA
828,Direitos Humanos e Cidadania,Pessoa com deficiência,true,5,EXPLICACAO_GENERICA
829,Direitos Humanos e Cidadania,Pessoa com deficiência,true,5,EXPLICACAO_GENERICA
830,Informática,Correio eletrônico,true,5,EXPLICACAO_GENERICA
831,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
832,Informática,Editor de textos,true,5,EXPLICACAO_GENERICA
833,Informática,Internet e navegadores,true,5,EXPLICACAO_GENERICA
834,Informática,Planilhas eletrônicas,true,5,EXPLICACAO_GENERICA
835,Informática,Windows,true,5,EXPLICACAO_GENERICA
836,Informática,Windows,true,5,EXPLICACAO_GENERICA
837,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
838,Legislação Específica,Abuso de Autoridade,true,4,EXPLICACAO_GENERICA
839,Legislação Específica,Abuso de Autoridade,true,5,EXPLICACAO_GENERICA
840,Legislação Específica,Atos administrativos,true,4,EXPLICACAO_GENERICA
841,Legislação Específica,Atos administrativos,true,5,EXPLICACAO_GENERICA
842,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
843,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
844,Legislação Específica,Constituição do Estado do Rio Grande do Sul,true,5,EXPLICACAO_GENERICA
845,Legislação Específica,Direito Administrativo,true,5,EXPLICACAO_GENERICA
846,Legislação Específica,Direitos e Garantias Fundamentais,true,4,EXPLICACAO_GENERICA
847,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
848,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
849,Legislação Específica,Direitos e Garantias Fundamentais,true,5,EXPLICACAO_GENERICA
850,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
851,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
852,Legislação Específica,Estatuto Estadual da Igualdade Racial,true,5,EXPLICACAO_GENERICA
853,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
854,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
855,Legislação Específica,Estatuto do Desarmamento,true,5,EXPLICACAO_GENERICA
856,Legislação Específica,Improbidade Administrativa,true,4,EXPLICACAO_GENERICA
857,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
858,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
859,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
860,Legislação Específica,Improbidade Administrativa,true,5,EXPLICACAO_GENERICA
861,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
862,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
863,Legislação Específica,Lei Maria da Penha,false,5,EXPLICACAO_GENERICA
864,Legislação Específica,Lei Maria da Penha,false,5,EXPLICACAO_GENERICA
865,Legislação Específica,Lei Maria da Penha,false,5,EXPLICACAO_GENERICA
866,Legislação Específica,Lei Maria da Penha,true,5,EXPLICACAO_GENERICA
867,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
868,Legislação Específica,Lei de Drogas,true,4,EXPLICACAO_GENERICA
869,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
870,Legislação Específica,Lei de Drogas,true,5,EXPLICACAO_GENERICA
871,Legislação Específica,Poder de Polícia,true,5,EXPLICACAO_GENERICA
872,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
873,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
874,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
875,Língua Portuguesa,Acentuação gráfica,true,5,EXPLICACAO_GENERICA
876,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
877,Língua Portuguesa,Classes de palavras,true,4,EXPLICACAO_GENERICA
878,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
879,Língua Portuguesa,Classes de palavras,true,5,EXPLICACAO_GENERICA
880,Língua Portuguesa,Estrutura e formação de palavras,true,5,EXPLICACAO_GENERICA
